Facility,Industry,State,Latitude,Longitude,Total
ANGIODYNAMICS INC,Metal Machinery Mfg, NY,43.316675,-73.624104,1
ANGIODYNAMICS INC,Metal Machinery Mfg, NY,43.316799,-73.624126,1
ANGKOR AUTO BODY AND PAINT,Metal Coating, CA,37.98834,-121.28551,1
ANGLEBOARD PLASTIC PACKAGING,Plastics and Resins, CO,39.78724,-104.94039,1
ANGLERS RETREAT,Waste Management, VA,37.94052,-75.36822,1
ANGLIN JANET M AND DAVID E RESIDENCE,Waste Management, VA,37.228073,-80.953441,1
ANGLO AMERICAN VARNISH CO INC,Paints and Coatings, NJ,40.244457,-74.047603,1
ANGLO ENTERPRISES COMPANY OF WEBSTER LLC,Textiles and Leather, MA,42.05855,-71.87915,1
ANGSTROHM PRECISION,Electronics Industry, MD,39.6877,-77.73102,1
ANGSTROM FIBER AUBURN LLC,Textiles and Leather, ME,44.03582,-70.263234,1
ANGSTROM GRAPHICS MIDWEST  INC. (1318170170),Printing, OH,41.43798,-81.65675,1
ANGSTROM GRAPHICS  INC. SOUTHEAST,Printing, FL,26.02432,-80.14827,1
ANGSTROM SCIENCE  INC,Electronics Industry, CA,34.448908,-119.799965,1
ANGUIANO DUMP,Waste Management, CA,38.06842,-121.25812,1
ANGUILLA MUNICIPAL SOLID WASTE LANDFILL,Waste Management, VI,17.7018,-64.781152,1
ANGUILLA POTW,Waste Management, MS,32.968628,-90.821408,1
ANGUS CHEMICAL CO,Chemical Mfg, LA,32.6907,-92.0826,1
ANGUS CHEMICAL CO,Waste Management, LA,32.6907,-92.0826,1
ANGUS KIDDE FIRE,Chemical Mfg, NC,35.51852,-78.73848,1
ANGUS R. CRINER,Waste Management, AR,36.386889,-92.222361,1
ANHEUSER BUSCH CO INC,Airports, MO,38.66392,-90.64114,1
ANHEUSER BUSCH INC,Chemical Mfg, MO,38.80896,-90.74699,1
ANHEUSER-BUSCH LLC,Waste Management, NY,43.16709,-76.30386,1
ANHEUSER-BUSCH NUTRI-TURF SOD FARM,Waste Management, FL,30.511856,-81.757111,1
ANI HOLDING LLC,Chemical Mfg, CA,38.40302,-121.95958,1
ANIAK AIRPORT,Airports, AK,61.574878,-159.532289,1
ANIAK AIRPORT RUNWAY SHIFT,Airports, AK,61.601145,-155.028198,1
ANIAK LOWER BULK PETROLEUM STORAGE TERMINAL,Petroleum, AK,61.591501,-159.600851,1
ANICETO CALDERA DBA CALDERAS TRUCKING,Waste Management, CA,34.034752,-118.360748,1
ANICHEM INC,Chemical Mfg, NJ,40.4218,-74.51522,1
ANIKA THERAPEUTICS,Metal Machinery Mfg, FL,27.425708,-82.536856,1
ANIKA THERAPEUTICS,Plastics and Resins, MA,42.480057,-71.266456,1
ANIMAL INCINERATOR,Waste Management, WY,44.3411,-106.811,1
ANIMAS AIR PARK,Airports, CO,37.20611,-107.86668,1
ANIMAS LANDFILL,Waste Management, NM,32.054852,-108.628304,1
ANITA & MARK TOMSHA / SOURDOUGH CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANITA CITY OF STP,Waste Management, IA,41.42995,-94.80032,1
ANITA MAIN RESIDENCE,Waste Management, AR,34.81421,-92.30943,1
ANITEC,Chemical Mfg, NY,42.109142,-75.928253,1
ANITEC,Metal Machinery Mfg, NY,42.109142,-75.928253,1
ANITEC NEWSPAPER SALES DIVISION OF KODAK POLYCHROME GRAPHICS,Metal Coating, MA,42.18654,-72.6349,1
ANITOX CORP,Chemical Mfg, AR,35.336389,-93.1325,1
ANITOX CORP. BUFORD PLANT,Chemical Mfg, GA,34.078161,-83.985831,1
ANITOX CORP.  LAWRENCEVILLE PLANT,Chemical Mfg, GA,33.995833,-83.961944,1
ANJ PRINTER,Printing, CA,37.723802,-122.196365,1
ANJAC-DORON PLASTICS INC,Plastics and Resins, CA,34.088626,-118.049631,1
ANJEN FINISHING INC,Metal Coating, MA,42.335848,-71.601645,1
ANKENY POTW  CITY OF,Waste Management, IA,41.718333,-93.571389,1
ANKENY  CITY OF,Waste Management, IA,41.76091,-93.57554,1
ANKENY  CITY OF MS4,Waste Management, IA,41.73189,-93.6051,1
ANKO INTERNATIONAL INC,Waste Management, CA,34.08653,-118.15284,1
ANKOR ENERGY L.L.C. VR 379 - OIL AND GAS PRODUCTION PLATFORM,Oil and Gas,Other,28.057275,-92.215286,1
ANKOR MO 870 PLT A,Oil and Gas,Other,30.137778,-88.0025,1
ANLIN INDUSTRIES,Plastics and Resins, CA,36.83225,-119.68285,1
ANMARK MACHINE,Metal Machinery Mfg, AZ,33.42622,-111.89872,1
ANMYCA ELECTRONICS INC,Electronics Industry, CA,38.952979,-121.094409,1
ANN ARBOR CIRCUITS,Electronics Industry, MI,42.280587,-83.752328,1
ANN ARBOR LANDFILL,Waste Management, MI,42.23007,-83.70984,1
ANN ARBOR SLF PHASE I &AMP; II,Waste Management, MI,42.22703,-83.69976,1
ANN ARBOR WWTP,Waste Management, MI,42.26937,-83.66993,1
ANN FITZ #2 TANK BATTERY - PORT HUDSON FIELD,Oil and Gas, LA,30.64747,-91.25278,1
ANN FITZ #3 TANK BATTERY - PORT HUDSON FIELD,Oil and Gas, LA,30.646789,-91.140749,1
ANN FITZ #3 TANK BATTERY - PORT HUDSON FIELD,Oil and Gas, LA,30.64972,-91.26194,1
ANN GREEN,Waste Management, AR,34.865417,-92.078806,1
ANN M  & H  C  HOLLAND FS,Waste Management, AL,33.65804,-85.82978,1
ANNA D CLIFTON ESTATE SRSTP,Waste Management, PA,41.84671,-79.19897,1
ANNA MUNICIPAL LANDFILL,Waste Management, IL,37.465258,-89.281768,1
ANNA PLATFORM,Oil and Gas, AK,60.975835,-151.314611,1
ANNA PLATFORM - HILCORP ALASKA  LLC,Oil and Gas, AK,60.976401,-151.315107,1
ANNA TAYLOR HEIRS 14 #2 FACILITY,Oil and Gas, LA,32.950406,-93.156962,1
ANNA TAYLOR HEIRS 14 #4-ALT TANK BATTERY - HAYNESVILLE FIELD,Oil and Gas, LA,32.950406,-93.156962,1
ANNA TAYLOR HEIRS 14 #5-ALT TANK BATTERY - HAYNESVILLE FIELD,Oil and Gas, LA,32.950406,-93.156962,1
ANNA TAYLOR HEIRS 15 #1-ALT FACILITY,Oil and Gas, LA,32.950406,-93.156962,1
ANNA TAYLOR HEIRS 15 #2 FACILITY,Oil and Gas, LA,32.950406,-93.156962,1
ANNANDALE/MAPLE LAKE WWTF,Waste Management, MN,45.22388,-93.99259,1
ANNAPOLIS - US ARMY RESERVE CENTER,National Defense, MD,39.031045,-76.452601,1
ANNAPOLIS 1,Electronics Industry, MD,38.98588,-76.57283,1
ANNAPOLIS ARMORY OMS 11A,National Defense, MD,38.995755,-76.514115,1
ANNAPOLIS CITY LANDFILL,Waste Management, MD,38.989052,-76.579378,1
ANNAPOLIS CITY MARINA,Waste Management, MD,38.971526,-76.482674,1
ANNAPOLIS FIRE DEPARTMENT,Fire Protection, MD,38.971402,-76.52257,1
ANNAPOLIS TRANSFER STATION,Waste Management, CA,38.704836,-123.336293,1
ANNAPOLIS WATER RECLAMATION FACILITY,Waste Management, MD,38.958111,-76.481361,1
ANNE ARUNDEL CO. - CROWNSVILLE ROAD,Waste Management, MD,38.99424,-76.58716,1
ANNE ARUNDEL CO. - SO. DIST. ROADS,Waste Management, MD,38.760278,-76.596389,1
ANNE ARUNDEL COUNTY JENNIFER ROAD GARAGE,Waste Management, MD,38.98925,-76.53089,1
ANNETTE BAY 1 WWTP,Waste Management, AK,55.252686,-131.515092,1
ANNEX SHOVELER MINE,Waste Management, CA,33.026167,-115.286149,1
ANNIE CORRINE BAILEY / OPHIR CREEK,Mining and Refining, AK,64.690832,-146.599867,1
ANNIE SUE GREER #1 FACILITY,Oil and Gas, LA,32.986335,-93.309208,1
ANNIEGLASS INC,Glass Products, CA,36.90247,-121.76267,1
ANNIN & CO.,Textiles and Leather, VA,36.674594,-78.934911,1
ANNIS PETROLEUM PRODUCTS INC-WATERLOO,Petroleum, IA,42.555455,-92.317679,1
ANNISTON CHOCCOLOCCO WWTP,Waste Management, AL,33.6032,-85.8293,1
ANNISTON FT. MCCLELLAN WWTP,Waste Management, AL,33.7274,-85.8067,1
ANNISTON METROPOLITAN AIRPORT,Airports, AL,33.591778,-85.847222,1
ANNISTON PLATING & MACHINE CO.  INC.,Metal Coating, AL,33.68078,-85.85059,1
ANNULFO CONTRERAS / STEESE HIGHWAY LIST,Mining and Refining, AK,64.690832,-146.599867,1
ANO D ART,Metal Coating, CA,33.728187,-117.99976,1
ANOCA PLATING SERVICE CORP,Metal Coating, NY,40.749225,-73.940155,1
ANOCAD PLATING - FORMER,Metal Coating, AZ,33.47171,-112.113799,1
ANOCAD PLATING & PAINTING CO INC,Metal Coating, AZ,33.44051,-112.19055,1
ANOCHEM COATINGS,Chemical Mfg, CA,33.75526,-117.8557,1
ANOCHEM COATINGS,Metal Coating, CA,33.75526,-117.8557,1
ANOCOIL,Metal Coating, CT,42.01355,-72.52797,1
ANOCOIL,Printing, CT,42.01355,-72.52797,1
ANOCOIL CORP ROCKVILLE,Metal Coating, CT,41.867646,-72.446305,1
ANOCOIL CORPORATION,Metal Coating, CT,41.98589,-72.43278,1
ANOCOTE METAL FINISHING INC,Metal Coating, CA,32.89621,-117.13678,1
ANOCOTE METAL FINISHING  INC.,Metal Coating, CA,32.88873,-117.16038,1
ANODE INC.,Metal Coating, LA,30.31496,-89.77741,1
ANODE  LLC,Metal Coating, LA,30.31947,-89.76697,1
ANODEX ANNODIZING INCORPORATED,Metal Coating, OR,42.3844,-122.85811,1
ANODIC  INC,Metal Coating, CT,31.771692,-96.165003,1
ANODICS  INC,Metal Coating, TX,32.82789,-97.28491,1
ANODIZE SOLUTIONS,Metal Coating, OR,45.38474,-122.80703,1
ANODIZE THIS,Metal Coating, TX,29.58894,-95.42209,1
ANODIZE  INC.,Metal Coating, MN,45.17278,-93.85305,1
ANODIZERS INC,Metal Coating, CA,37.49089,-122.21159,1
ANODIZERS INC,Metal Coating, ID,43.640249,-116.253004,1
ANODIZERS INCORPORATED SITE,Metal Coating, ID,43.64058,-116.25256,1
ANODIZING & METAL COATINGS  INC.,Metal Coating, UT,40.74443,-111.95501,1
ANODIZING CORP,Metal Coating, NJ,40.72164,-74.14345,1
ANODIZING GRAPHICS OF TEXAS,Metal Coating, TX,29.59997,-95.56431,1
ANODIZING GRAPHICS OF TEXAS,Metal Coating, TX,29.6062,-95.56917,1
ANODIZING GRAPHICS OF TEXAS,Metal Machinery Mfg, TX,29.6062,-95.56917,1
ANODIZING GRAPHICS OF TEXAS INC,Metal Coating, TX,29.62875,-95.50128,1
ANODIZING INCORPORATED SITE,Metal Coating, OR,45.463293,-122.659685,1
ANODIZING IND INC,Metal Coating, CA,34.03434,-118.26912,1
ANODIZING INDISTRIES WORTH FACILITY,Metal Coating, CA,34.062458,-118.181594,1
ANODIZING INDUSTRIES  NADCAP FACILITY,Metal Coating, CA,34.074858,-118.178222,1
ANODIZING INDUSTRIES INC,Metal Coating, CA,34.06255,-118.18128,1
ANODIZING INDUSTRIES INC,Metal Coating, CA,34.07386,-118.17161,1
ANODIZING INDUSTRIES  INC,Metal Coating, CA,34.06241,-118.18159,1
ANODIZING SPECIALISTS INC,Metal Coating, OH,41.66525,-81.37171,1
ANODYNE INC,Metal Coating, CA,33.71674,-117.91298,1
ANOKA COUNTY-BLAINE ARPT(JANES FIELD),Airports, MN,45.145,-93.21099,1
ANOKA MUNICIPAL REGIONAL,Waste Management, MN,45.23715,-93.42943,1
ANO-LUME,Metal Coating, CA,34.050041,-118.051284,1
ANOMATIC CORP,Metal Coating, OH,40.040732,-82.46207,1
ANOMATIC CORP,Metal Coating, OH,40.08894,-82.75307,1
ANOMATIC CORP,Metal Coating, OH,40.12873,-82.92453,1
ANOMATIC CORPORATION,Metal Coating, OH,40.088378,-82.755611,1
ANOMATIC CORPORATION - OHIO PLANT II,Metal Coating, OH,40.089859,-82.748594,1
ANOMIL ENTS INCORPORATED DBA DANCO METAL SURFACING,Metal Coating, CA,33.70977,-117.87353,1
ANOPLATE,Metal Coating, NY,43.0617,-76.17589,1
ANOPLATE METAL FINISHING CO. INC.,Metal Coating, CA,37.38492,-121.91184,1
ANOPRO  LLC,Metal Coating, IN,38.45906,-86.27832,1
ANOTECH CORP,Metal Coating, AZ,33.36228,-111.80154,1
ANOTECH INC,Metal Coating, MN,44.842225,-93.784758,1
ANO-TECH INC,Metal Coating, MI,42.39182,-83.16887,1
ANO-TECH METAL FINISHING,Metal Coating, CA,36.81669,-119.69884,1
ANOTHER ROAD TRIP LOGISTICS,Waste Management, LA,32.483997,-93.723832,1
ANP BELLINGHAM POWER PLANT,Waste Management, MA,42.109971,-71.452954,1
ANR PIPELINE - NICHOLS DEHY STATION (AIR),Oil and Gas, KS,37.5038,-99.3289,1
ANR PIPELINE CO,Oil and Gas, LA,29.691875,-91.340663,1
ANRO  INC.,Printing, PA,39.94306,-75.58093,1
ANSCHUTZ EXPLORATION - BHR FED J22 PAD,Oil and Gas, CO,40.212036,-108.259752,1
ANSCHUTZ EXPLORATION - PINYON RIDGE FED,Oil and Gas, CO,39.992102,-107.24343,1
ANSCHUTZ EXPLORATION - WILEY 23-3-97-1,Oil and Gas, CO,40.088471,-108.803676,1
ANSCHUTZ EXPLORATION CORPORATION - POWDER RIVER BASIN,Oil and Gas, CO,39.751289,-104.998105,1
ANSCHUTZ PRINTING COMPANY,Printing, CA,37.73881,-122.3814,1
ANSCHUTZ RANCH EAST GAS PLANT,Oil and Gas, WY,41.0666,-111.0408,1
ANSCHUTZ STATION,Petroleum, UT,41.06499,-111.05555,1
ANSE LA BUTTE FIELD PRODUCTION FACILITY,Oil and Gas, LA,30.175511,-92.007061,1
ANSELL HEALTHCARE,Plastics and Resins, AL,31.791457,-85.978184,1
ANSELL INC TUCSON FACILITY,Textiles and Leather, AZ,32.16593,-110.95623,1
ANSELMO BURN SITE,Waste Management, NE,41.625902,-99.8618,1
ANSEN CORPORATION,Electronics Industry, NY,44.72156,-75.45266,1
ANSHUTZ RANCH EAST GAS PLANT,Oil and Gas, WY,41.067222,-111.040833,1
ANSLEY BURN SITE,Waste Management, NE,41.28685,-99.38175,1
ANSON INDUSTRIES,Metal Machinery Mfg, KY,38.16369,-85.89438,1
ANSON INDUSTRIES LLC,Metal Machinery Mfg, KY,38.16374,-85.89479,1
ANSON TRUCKING,Waste Management, CA,37.90936,-121.61584,1
ANSTADT PRINTING CORP,Printing, PA,40.025246,-76.752917,1
ANSUN GRAPHICS,Printing, NY,43.0857,-76.10162,1
ANT FLAT MUNICIPAL SOLID WASTE LANDFILL,Waste Management, OR,45.539959,-117.225378,1
ANTARES ADVANCED TEST TECHNOLOGIES,Electronics Industry, AZ,33.36727,-111.83461,1
ANTARES/PENINSULA BAY DEVELOPMENT,Metal Machinery Mfg, CT,41.042052,-73.53946,1
ANTAYA TECHNOLOGIES CORP,Metal Coating, RI,41.71139,-71.42667,1
ANTAYA TECHNOLOGIES CORP,Metal Coating, RI,41.879155,-71.369306,1
ANTAYA TECHNOLOGIES CORP.,Metal Coating, RI,41.85781,-71.34807,1
ANTELOPE CPF 13-21 PRODUCTION FACILITY,Oil and Gas, CO,40.384532,-104.333186,1
ANTELOPE CREEK 35-2,Oil and Gas, WY,41.515579,-109.465402,1
ANTELOPE ENERGY CO - NELSON RANCH A 3 4 ,Oil and Gas, CO,40.840065,-103.882675,1
ANTELOPE ENERGY CO - STATE  9-61-16,Oil and Gas, CO,40.63334,-104.32676,1
ANTELOPE ENERGY CO AQUARIUS 14-9,Oil and Gas, WY,41.23137,-103.65761,1
ANTELOPE ENERGY COMPANY-TERANCE PLANT,Oil and Gas, CO,40.844185,-103.906151,1
ANTELOPE ENERGY -VIGILANT STATE AC 16-01,Oil and Gas, CO,40.63334,-104.32676,1
ANTELOPE HILLS GAS PLANT,Oil and Gas, TX,35.99692,-100.11749,1
ANTELOPE MEMORIAL HOSPITAL,Waste Management, NE,42.13364,-98.029917,1
ANTELOPE OIL TOOL AND MANUFACTURING,Metal Machinery Mfg, TX,29.91218,-95.37188,1
ANTELOPE REFINING,Petroleum, WY,43.020278,-105.274444,1
ANTELOPE REFINING,Petroleum, WY,43.02053,-105.26278,1
ANTELOPE RIDGE GAS PLANT,Oil and Gas, NM,32.299604,-103.454517,1
ANTELOPE VALLEY RECYCLING AND DISPOSAL F,Waste Management, CA,34.5697,-118.1534,1
ANTENNAS FOR COMMUNICATIONS,Electronics Industry, FL,29.16424,-82.21869,1
ANTENNAS FOR COMMUNICATIONS OCALA FL INC,Electronics Industry, FL,29.082009,-81.993948,1
ANTERES CSWLF,Waste Management, AZ,35.17561,-113.78734,1
ANTERO - GAMEHENGE WELL PAD,Oil and Gas, WV,39.496747,-80.901283,1
ANTERO - PICEANCE CORP. - DEVER A,Oil and Gas, CO,39.52155,-107.708944,1
ANTERO - PICEANCE CORP. - GYPSUM RANCH A,Oil and Gas, CO,39.526332,-107.752135,1
ANTERO - PICEANCE CORP. - NORTH BANK A,Oil and Gas, CO,39.543174,-107.725033,1
ANTERO - PICEANCE CORP. - SNYDER A,Oil and Gas, CO,39.532331,-107.733838,1
ANTERO 14 FED COM CTB,Oil and Gas, NM,32.12312,-103.175723,1
ANTERO CLEARWATER FACILITY,Waste Management, WV,39.256088,-80.903362,1
ANTERO JUNCTION,Waste Management, CO,39.131046,-105.759832,1
ANTERO LANDFILL,Waste Management, WV,39.262537,-80.906499,1
ANTERO MIDSTREAM LLC  MIDDLEBOURNE IV,Oil and Gas, WV,39.475504,-80.909794,1
ANTERO MIDSTREAM LLC  MONROE STATION,Oil and Gas, WV,39.420684,-80.863639,1
ANTERO MIDSTREAM LLC  MOUNTAIN STATION,Oil and Gas, WV,39.352391,-80.951658,1
ANTERO RES APPALACHIA/DOERFLER COMP STA,Oil and Gas, PA,40.09589,-79.97468,1
ANTERO RESOURCES - 160 - APPALACHIAN BASIN (UTICA),Oil and Gas, CO,39.751289,-104.998105,1
ANTERO RESOURCES - 160A - APPALACHIAN BASIN (EASTERN OVERTHURST AREA),Oil and Gas, CO,39.751289,-104.998105,1
ANTERO RESOURCES - CASTLE SPRINGS A PAD,Oil and Gas, CO,39.454492,-107.578685,1
ANTERO RESOURCES - COLOROS A PAD,Oil and Gas, CO,39.543873,-107.713476,1
ANTERO RESOURCES - DRY HOLLOW CS,Oil and Gas, CO,39.522205,-107.657184,1
ANTERO RESOURCES - GYPSUM RANCH B PAD,Oil and Gas, CO,39.531339,-107.740865,1
ANTERO RESOURCES - KRUPA PAD,Oil and Gas, OH,39.942846,-81.48198,1
ANTERO RESOURCES - NORCROSS A PAD,Oil and Gas, CO,39.522735,-107.72832,1
ANTERO RESOURCES - NORTH BANK E PAD,Oil and Gas, CO,39.544593,-107.71802,1
ANTERO RESOURCES - SNYDER C PAD,Oil and Gas, CO,39.535469,-107.716652,1
ANTERO RESOURCES - WATSON RANCH PAD,Oil and Gas, CO,39.433292,-108.024718,1
ANTERO RESOURCES CORP- CASTLE SPRINGS,Oil and Gas, CO,39.452001,-107.582,1
ANTERO RESOURCES CORPORATION  GAMEHENGE EAST,Oil and Gas, WV,39.497664,-80.901109,1
ANTERO RESOURCES- DRY HOLLOW WATER FAC,Oil and Gas, CO,39.522205,-107.657184,1
ANTERO RESOURCES II  PARK B PAD,Oil and Gas, CO,39.522205,-107.657184,1
ANTERO RESOURCES II  RIVER RUN GAS PLANT,Oil and Gas, CO,39.555196,-107.771577,1
ANTERRA ENERGY SERVICES INC,Oil and Gas, CA,34.189821,-119.156004,1
ANTHELION HELICOPTERS,Furniture and Carpet, CA,33.817104,-118.159075,1
ANTHEM BLUE CROSS BLUE SHIELD,Electronics Industry, NH,42.937689,-71.452923,1
ANTHEM CMPSR FACILITY,Oil and Gas, OK,35.47892,-97.8487,1
ANTHON CITY OF STP,Waste Management, IA,42.3921,-95.8624,1
ANTHON CMPSR STA,Oil and Gas, OK,35.71519,-99.00796,1
ANTHONEY INTERNATIONAL,Metal Machinery Mfg, AL,34.627735,-86.067532,1
ANTHONY 12H #1 PRODUCTION FACILITY,Oil and Gas, LA,32.458493,-93.713215,1
ANTHONY BOSELA / BACHELOR CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY BOSELA / CARIBOU CREEK,Mining and Refining, AK,62.182174,-149.407974,1
ANTHONY BOSELA / CRESCENT CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY BOSELA / DEADWOOD CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY BOSELA / MILLS CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY BOSELA / PETERSON CREEK,Mining and Refining, AK,61.177549,-149.274354,1
ANTHONY CANALE FIRE TRAINING,Fire Training, NJ,39.469354,-74.633758,1
ANTHONY CICALE / ANCHOR RIVER,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY CICALE / DALTON HIGHWAY LIST,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY CICALE / FORTYMILE AREA,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY CICALE / HONOLULU CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY CICALE / HURRICANE CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY CICALE / LITTLE COAL CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY CICALE / STEESE HIGHWAY LIST,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY DEBNAR / ALBERT CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY DEBNAR / ALFRED CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY DEBNAR / CARIBOU CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY DEBNAR / LITTLE SUSITNA/FISHHOOK CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY DEBNAR / PETERS CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY FOREST PRODUCTS COMPANY  LLC -URBANA MILL,Waste Management, AR,33.158889,-92.443056,1
ANTHONY HAASL / PETERS CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY INC,Glass Products, CA,34.29557,-118.41032,1
ANTHONY ISOM 16 MILE CREEK SUCTION DREDGE,Mining and Refining, MT,46.11482,-111.42203,1
ANTHONY LORE & CATISHA CHRISTY LORE SRSTP,Waste Management, PA,41.94216,-79.2402,1
ANTHONY M CAMPANELLA SRSTP,Waste Management, PA,41.95058,-80.2545,1
ANTHONY RAGNONE WASTEWATER TREATMENT PLANT,Waste Management, MI,43.19127,-83.86268,1
ANTHONY TUCKER / DALTON HIGHWAY LIST,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY TUCKER / FORTYMILE AREA,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY TUCKER / SALCHA RIVER,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY TUCKER / STEESE HIGHWAY LIST,Mining and Refining, AK,63.346191,-152.837068,1
ANTHONY WASTE WATER TREATMENT PLANT C/O CITY HALL,Waste Management, KS,37.151936,-98.031468,1
ANTHONY WELDED PRODUCTS INC,Metal Machinery Mfg, CA,35.775099,-119.242926,1
ANTHONY YORBA,Petroleum, CA,39.967142,-120.930734,1
ANTHONY  INC.,Glass Products, CA,34.294086,-118.411318,1
ANTHONY  INC.,Glass Products, CA,34.29481,-118.4116,1
ANTHONYS FURNITURE CO INC,Furniture and Carpet, MA,42.37105,-71.23137,1
ANTIFREEZE TECHNOLOGY SYSTEMS,Chemical Mfg, NH,43.1396,-71.47472,1
ANTIFREEZE  INC.,Petroleum, LA,29.969275,-92.155539,1
ANTIGO CITY LANDFILL,Waste Management, WI,45.09793,-89.14337,1
ANTILLES ELECTROPLATING INC,Metal Coating, PR,18.38256,-66.175009,1
ANTIOCH CO,Metal Coating, MN,45.523824,-94.159238,1
ANTIOCH COMPRESSOR STATION,Oil and Gas, OK,34.74778,-97.4057,1
ANTIOCH DISPOSAL SERVICE LANDFILL / LYNCH SITE,Waste Management, CA,37.909772,-121.999081,1
ANTIOCH OPERATING LLC / KELLER PAD,Oil and Gas, OK,35.11614,-96.21211,1
ANTIOCH OPERATING LLC / WHITNEY TURNER PAD,Oil and Gas, OK,35.22404,-95.99915,1
ANTIQUE CHROME SHOP,Metal Coating, IN,39.788398,-86.127226,1
ANTIQUE RESTORATION,Furniture and Carpet, CA,37.99425,-122.30551,1
ANTIQUE SHOP & APARTMENT,Waste Management, MD,39.48462,-77.24686,1
ANTLE PROPERTY,Oil and Gas, OK,36.33666,-95.95995,1
ANTLER 17 STATE 2BS AND 3H PRODUCTION FACILITY,Oil and Gas, NM,32.43834,-103.158337,1
ANTLER CITY OF,Waste Management, ND,48.975619,-101.271448,1
ANTLER ENERGY - AMOCO FEDERAL 21-1,Oil and Gas, CO,40.893031,-108.29431,1
ANTLER ENERGY - BAGGS LAND & CATTLE #1,Oil and Gas, CO,40.999171,-107.705365,1
ANTLER ENERGY - BAGGS LAND & CATTLE #1,Oil and Gas, CO,41,-107.696666,1
ANTLER ENERGY - MOFFAT #1-8,Oil and Gas, CO,40.748435,-107.970529,1
ANTLER ENERGY - POLE GULCH #2,Oil and Gas, CO,40.51247,-107.541811,1
ANTLER ENERGY - POWDER WASH FEDERAL 28-3,Oil and Gas, CO,40.885929,-108.294289,1
ANTLER ENERGY- CHEROKEE RIDGE 14-34R,Oil and Gas, CO,40.994968,-108.025292,1
ANTLER ENERGY -POWDER WASH FEDERAL 28-11,Oil and Gas, CO,40.882481,-108.299026,1
ANTLERS PWA,Waste Management, OK,34.217972,-95.612139,1
ANTO OFFSET PRINTING,Printing, CA,37.87119,-122.27546,1
ANTOINETTE CARDENAS - ROCK CREEK DREDGE,Mining and Refining, MT,46.4029,-113.7043,1
ANTOLIN INTERIORS USA INC DBA ANTOLIN ST. CLAIR,Metal Coating, MI,42.787897,-82.496513,1
ANTOLIN INTERIORS USA INC DBA ANTOLIN ST. CLAIR,Plastics and Resins, MI,42.787897,-82.496513,1
ANTOLIN ST CLAIR LLC,Metal Coating, MI,42.787897,-82.496513,1
ANTOLIN ST CLAIR LLC,Paints and Coatings, MI,42.787897,-82.496513,1
ANTOLIN ST CLAIR LLC,Plastics and Resins, MI,42.787897,-82.496513,1
ANTON CO2 RECOVERY FACILITY - OXY USA INC. (PERMIAN DIVISION),Oil and Gas, TX,33.839167,-102.050278,1
ANTON CO2 RE-INJECTION FACILITY,Oil and Gas, TX,33.838556,-102.049972,1
ANTON CO-OP ASSOCIATION-BULK FUEL PLANT,Petroleum, CO,39.741062,-103.222069,1
ANTON ENTERPRISES,Metal Coating, RI,41.776592,-71.425903,1
ANTON MACHINE,Metal Coating, NY,40.70739,-73.92419,1
ANTONELLI PLATING CO,Metal Coating, RI,41.923338,-71.399067,1
ANTONENKO ANATOLIY AND LIANA RESIDENCE,Waste Management, VA,38.55014,-78.76077,1
ANTONENKO ILLYA RESIDENCE,Waste Management, VA,38.76839,-78.34583,1
